"subjID","cond1","cond2","infoType","choice","outAbs","outRel","out_c_abs","out_c_rel"
122,3,3,1,2,0,1,-1,0
122,1,1,1,2,0,0,1,1
122,4,4,0,2,0,1,-0.1,0
122,3,3,1,1,-1,0,0,1
122,2,2,0,1,0,0,0,0
122,2,2,0,1,0,0,0.1,1
122,4,4,0,2,0,1,-0.1,0
122,3,3,1,2,0,1,-1,0
122,2,2,0,1,0.1,1,0.1,1
122,4,4,0,2,0,1,-0.1,0
122,3,3,1,1,0,1,0,1
122,1,1,1,1,0,0,0,0
122,1,1,1,2,1,1,0,0
122,1,1,1,2,1,1,1,1
122,3,3,1,2,-1,0,-1,0
122,2,2,0,1,0.1,1,0,0
122,4,4,0,2,-0.1,0,-0.1,0
122,2,2,0,2,0.1,1,0,0
122,1,1,1,2,1,1,0,0
122,4,4,0,2,0,1,0,1
122,3,3,1,2,0,1,-1,0
122,3,3,1,2,0,1,-1,0
122,2,2,0,1,0,0,0.1,1
122,2,2,0,2,0.1,1,0,0
122,4,4,0,2,0,1,-0.1,0
122,7,3,0,2,0,1,-1,0
122,8,4,1,1,-0.1,0,0,1
122,6,2,1,2,0.1,1,0,0
122,7,3,0,2,-1,0,-1,0
122,5,1,0,2,0,0,0,0
122,5,1,0,2,1,1,0,0
122,8,4,1,1,-0.1,0,-0.1,0
122,5,1,0,2,1,1,0,0
122,8,4,1,2,0,1,-0.1,0
122,7,3,0,1,-1,0,0,1
122,8,4,1,2,0,1,0,1
122,5,1,0,2,1,1,1,1
122,6,2,1,1,0.1,1,0,0
122,6,2,1,1,0,0,0.1,1
122,7,3,0,1,0,1,0,1
122,6,2,1,2,0.1,1,0,0
122,8,4,1,2,0,1,-0.1,0
122,6,2,1,1,0,0,0.1,1
122,6,2,1,2,0.1,1,0,0
122,6,2,1,2,0.1,1,0,0
122,8,4,1,2,0,1,0,1
122,6,2,1,2,0,0,0.1,1
122,8,4,1,2,-0.1,0,-0.1,0
122,8,4,1,2,0,1,-0.1,0
122,7,3,0,1,-1,0,0,1
122,7,3,0,2,-1,0,-1,0
122,5,1,0,2,1,1,1,1
122,7,3,0,1,0,1,0,1
122,5,1,0,2,1,1,0,0
122,7,3,0,1,-1,0,0,1
122,5,1,0,2,0,0,0,0
122,5,1,0,2,1,1,0,0
122,6,2,1,2,0,0,0,0
122,6,2,1,2,0.1,1,0,0
122,7,3,0,1,-1,0,0,1
122,7,3,0,2,0,1,0,1
122,6,2,1,2,0.1,1,0.1,1
122,5,1,0,2,1,1,1,1
122,5,1,0,2,1,1,0,0
122,8,4,1,2,0,1,0,1
122,8,4,1,2,0,1,-0.1,0
122,5,1,0,2,1,1,0,0
122,5,1,0,2,0,0,0,0
122,8,4,1,2,0,1,-0.1,0
122,8,4,1,1,-0.1,0,-0.1,0
122,7,3,0,2,0,1,-1,0
122,7,3,0,2,-1,0,-1,0
122,6,2,1,2,0.1,1,0,0
122,8,4,1,2,0,1,-0.1,0
122,6,2,1,2,0,0,0,0
122,6,2,1,2,0.1,1,0.1,1
122,6,2,1,2,0.1,1,0,0
122,7,3,0,2,0,1,-1,0
122,7,3,0,2,0,1,-1,0
122,8,4,1,2,0,1,-0.1,0
122,7,3,0,2,0,1,-1,0
122,5,1,0,2,1,1,0,0
122,6,2,1,2,0.1,1,0,0
122,8,4,1,2,-0.1,0,-0.1,0
122,5,1,0,2,1,1,0,0
122,7,3,0,2,-1,0,0,1
122,5,1,0,2,0,0,1,1
122,8,4,1,2,0,1,0,1
122,5,1,0,2,1,1,0,0
122,6,2,1,2,0,0,0,0
122,7,3,0,2,-1,0,-1,0
122,5,1,0,2,0,0,0,0
122,8,4,1,2,0,1,-0.1,0
122,6,2,1,2,0.1,1,0.1,1
122,6,2,1,2,0.1,1,0,0
122,6,2,1,2,0.1,1,0,0
122,7,3,0,2,0,1,-1,0
122,5,1,0,2,1,1,0,0
122,8,4,1,2,-0.1,0,0,1
122,7,3,0,2,0,1,0,1
122,7,3,0,2,0,1,-1,0
122,8,4,1,2,0,1,-0.1,0
122,8,4,1,2,0,1,-0.1,0
122,5,1,0,2,1,1,0,0
122,5,1,0,2,1,1,1,1
