"subjID","cond1","cond2","infoType","choice","outAbs","outRel","out_c_abs","out_c_rel"
95,4,4,1,2,0,1,-0.1,0
95,4,4,1,2,0,1,-0.1,0
95,3,3,0,2,0,1,-1,0
95,2,2,1,2,0.1,1,0,0
95,4,4,1,1,0,1,0,1
95,3,3,0,2,0,1,0,1
95,1,1,0,2,1,1,0,0
95,2,2,1,2,0.1,1,0,0
95,1,1,0,2,1,1,0,0
95,1,1,0,2,1,1,1,1
95,2,2,1,1,0,0,0.1,1
95,3,3,0,2,0,1,-1,0
95,3,3,0,2,-1,0,-1,0
95,4,4,1,2,0,1,-0.1,0
95,1,1,0,2,0,0,0,0
95,2,2,1,2,0.1,1,0.1,1
95,4,4,1,2,0,1,0,1
95,2,2,1,2,0.1,1,0,0
95,3,3,0,2,0,1,0,1
95,1,1,0,2,1,1,0,0
95,3,3,0,2,0,1,-1,0
95,4,4,1,2,-0.1,0,-0.1,0
95,2,2,1,2,0,0,0,0
95,1,1,0,2,1,1,0,0
95,4,4,1,2,0,1,-0.1,0
95,7,3,1,1,-1,0,-1,0
95,5,1,1,2,1,1,1,1
95,8,4,0,2,0,1,-0.1,0
95,7,3,1,1,-1,0,0,1
95,8,4,0,2,-0.1,0,-0.1,0
95,5,1,1,2,1,1,0,0
95,6,2,0,1,0,0,0.1,1
95,5,1,1,2,0,0,0,0
95,5,1,1,2,1,1,0,0
95,7,3,1,2,-1,0,-1,0
95,7,3,1,2,0,1,0,1
95,6,2,0,1,0.1,1,0,0
95,8,4,0,2,0,1,-0.1,0
95,8,4,0,2,0,1,0,1
95,6,2,0,1,0,0,0.1,1
95,6,2,0,2,0.1,1,0,0
95,5,1,1,2,0,0,0,0
95,7,3,1,2,0,1,-1,0
95,7,3,1,2,0,1,-1,0
95,6,2,0,2,0.1,1,0,0
95,6,2,0,2,0.1,1,0,0
95,8,4,0,2,-0.1,0,-0.1,0
95,8,4,0,2,0,1,-0.1,0
95,6,2,0,1,0,0,0,0
95,7,3,1,2,-1,0,0,1
95,8,4,0,2,0,1,0,1
95,6,2,0,2,0.1,1,0.1,1
95,7,3,1,2,0,1,-1,0
95,5,1,1,2,1,1,0,0
95,5,1,1,2,1,1,1,1
95,8,4,0,2,0,1,-0.1,0
95,5,1,1,2,1,1,0,0
95,7,3,1,2,-1,0,-1,0
95,6,2,0,1,0,0,0,0
95,7,3,1,2,0,1,-1,0
95,6,2,0,1,0.1,1,0.1,1
95,7,3,1,2,0,1,0,1
95,6,2,0,1,0,0,0.1,1
95,5,1,1,2,1,1,1,1
95,8,4,0,2,-0.1,0,-0.1,0
95,7,3,1,2,0,1,-1,0
95,6,2,0,1,0,0,0.1,1
95,5,1,1,2,1,1,0,0
95,8,4,0,2,0,1,-0.1,0
95,5,1,1,2,0,0,0,0
95,5,1,1,2,1,1,0,0
95,8,4,0,2,0,1,-0.1,0
95,8,4,0,2,0,1,0,1
95,8,4,0,2,0,1,0,1
95,6,2,0,2,0.1,1,0,0
95,7,3,1,2,0,1,-1,0
95,8,4,0,2,0,1,-0.1,0
95,5,1,1,2,1,1,0,0
95,8,4,0,2,0,1,-0.1,0
95,6,2,0,2,0,0,0,0
95,5,1,1,2,1,1,1,1
95,7,3,1,2,-1,0,0,1
95,6,2,0,2,0.1,1,0,0
95,5,1,1,2,0,0,0,0
95,5,1,1,2,1,1,0,0
95,7,3,1,2,0,1,-1,0
95,8,4,0,2,-0.1,0,-0.1,0
95,6,2,0,2,0.1,1,0.1,1
95,7,3,1,2,0,1,-1,0
95,6,2,0,2,0.1,1,0,0
95,7,3,1,2,0,1,-1,0
95,8,4,0,2,-0.1,0,-0.1,0
95,7,3,1,2,0,1,-1,0
95,8,4,0,2,0,1,-0.1,0
95,5,1,1,2,0,0,0,0
95,6,2,0,2,0.1,1,0.1,1
95,6,2,0,2,0,0,0,0
95,7,3,1,2,-1,0,-1,0
95,5,1,1,2,1,1,0,0
95,5,1,1,2,1,1,0,0
95,7,3,1,2,0,1,0,1
95,8,4,0,2,0,1,0,1
95,8,4,0,2,0,1,-0.1,0
95,6,2,0,2,0.1,1,0,0
95,5,1,1,2,1,1,1,1
